gene	P(rec)	rank	class		
OR8B4	0.083188242	13165	NA		
OR8B8	0.093252583	12140	NA		
OR8D1	0.088095291	12723	NA		
OR8D4	0.076831437	13540	NA		
OR8H1	0.091524966	12349	NA		
OR8H2	0.080653567	13356	NA		
OR8H3	0.084155261	13074	NA		
OR8I2	0.083293372	13155	NA		
OR8J1	0.077730932	13498	NA		
OR8J3	0.086510416	12884	NA		
OR8K1	0.090844675	12424	NA		
OR8K3	0.089605916	12576	NA		
OR8S1	0.052236134	14051	NA		
OR9A2	0.095002001	11904	NA		
OR9G1	0.092962733	12188.5	NA		
OR9G4	0.08913793	12615	NA		
OR9G9	0.092962733	12188.5	NA		
OR9I1	0.095876619	11764	NA		
OR9Q1	0.081838577	13267	NA		
OR9Q2	0.082080534	13245	NA		
ORAI1	0.141151596	5880	NA		
ORAI2	0.111547662	8882	NA		
ORAI3	0.097684352	11509	NA		
ORAOV1	0.127064483	6934	NA		
ORC1L	0.119780031	7647	NA		
ORC2L	0.121603742	7447	NA		
ORC3L	0.116742907	8017	NA		
ORC4L	0.119472439	7676	NA		
ORC5L	0.130328619	6641	NA		
ORC6L	0.102792303	10699	NA		
ORM1	0.316792267	1893	NA		
ORMDL1	0.112629347	8624	NA		
ORMDL2	0.0790424	13432	NA		
ORMDL3	0.134803531	6306	NA		
OSBP	0.139776447	5975	NA		
OSBP2	0.107321021	9798	NA		
OSBPL10	0.113052425	8484	NA		
OSBPL11	0.097018373	11604	NA		
OSBPL1A	0.109643734	9290	NA		
OSBPL2	0.105469061	10170	NA		
OSBPL3	0.107231927	9822	NA		
OSBPL5	0.092799935	12208	NA		
OSBPL6	0.094867706	11923	NA		
OSBPL7	0.09721153	11584	NA		
OSBPL8	0.111137821	8971.5	NA		
OSBPL9	0.122727148	7323	NA		
OSGEP	0.235723039	2839	NA		
OSGEPL1	0.102546656	10741	NA		
OSGIN1	0.098124265	11439	NA		
OSGIN2	0.131532464	6554	NA		
OSM	0.7168093	383	NA		
OSMR	0.086594212	12876	NA		
OSR2	0.134057867	6362	NA		
OSTF1	0.215331771	3235	NA		
OSTM1	0.180753428	4106	recessive		
OSTN	0.122675579	7328	NA		
OTC	0.856651363	165	NA		
OTOA	0.095290944	11857	NA		
OTOP3	0.103746149	10524	NA		
OTOR	0.128113517	6833	NA		
OTOS	0.109058986	9413	NA		
OTUB2	0.112629347	8624	NA		
OTUD3	0.102961414	10668	NA		
OTUD4	0.128974945	6772	NA		
OTUD5	0.104757687	10326	NA		
OTUD6A	0.09337281	12121	NA		
OTUD6B	0.095305342	11852	NA		
OTUD7A	0.115970695	8120	NA		
OTUD7B	0.09974253	11204	NA		
OTX1	0.277079862	2280	NA		
OTX2	0.343753461	1708	NA		
OVGP1	0.120125148	7612	NA		
OVOL1	0.114841557	8252	NA		
OVOL2	0.110629925	9077	NA		
OXA1L	0.090450191	12478	NA		
OXGR1	0.113826838	8383	NA		
OXNAD1	0.084838141	13027	NA		
OXR1	0.106469904	9991	NA		
OXSM	0.48800353	955	NA		
OXSR1	0.14445388	5675	NA		
OXT	0.3449808	1701	NA		
OXTR	0.239538323	2778	NA		
P2RX1	0.170677991	4436	NA		
P2RX2	0.162291568	4770	NA		
P2RX3	0.159382673	4874	NA		
P2RX4	0.241801422	2735	NA		
P2RX5	0.107227259	9823	lof-tolerant		
P2RX6	0.122105488	7399	NA		
P2RX7	0.191583068	3809	NA		
P2RY1	0.245683021	2684	NA		
P2RY10	0.112853595	8513	NA		
P2RY11	0.134810212	6305	NA		
P2RY12	0.160865039	4818	recessive		
P2RY14	0.108365541	9565	NA		
P2RY2	0.285594956	2167	NA		
P2RY4	0.168244729	4544	NA		
P2RY5	0.100058068	11138	NA		
P2RY6	0.179278196	4147	NA		
P2RY8	0.119312287	7685	NA		
P4HA1	0.345111299	1698	NA		
P4HA2	0.193188144	3765	NA		
P4HA3	0.113045622	8486	NA		
P4HB	0.598759066	623	NA		
P4HTM	0.15276351	5205	NA		
PA2G4	0.22256718	3090	NA		
PAAF1	0.103859874	10503	NA		
PABPC1	0.452801864	1091.5	NA		
PABPC1L	0.137767696	6093	NA		
PABPC1L2A	0.142298242	5803	NA		
PABPC1L2B	0.142298242	5803	NA		
PABPC3	0.138480019	6050	NA		
PABPC4	0.20953726	3354	NA		
PABPC5	0.137073714	6135	NA		
PABPN1	0.272473163	2330	NA		
PACRG	0.173247283	4353	NA		
PACS1	0.114903316	8244	NA		
PACS2	0.13261532	6473	NA		
PACSIN1	0.207048695	3395	NA		
PACSIN2	0.207031027	3396	NA		
PACSIN3	0.201733917	3545	NA		
PADI1	0.111102882	8983	NA		
PADI2	0.139836847	5965	NA		
PADI3	0.13071059	6613	NA		
PADI6	0.100003978	11147	NA		
PAEP	0.20405681	3472	NA		
PAF1	0.220858067	3124	NA		
PAFAH1B1	0.505777486	892	NA		
PAFAH1B2	0.155881126	5035.5	NA		
PAFAH1B3	0.145028002	5638	NA		
PAG1	0.143449169	5718	NA		
PAGE1	0.096001706	11741	NA		
PAGE2	0.032087815	14121	NA		
PAGE4	0.097772935	11501	NA		
PAH	0.856788067	163	recessive		
PAICS	0.210662633	3327	NA		
PAIP1	0.106191178	10041	NA		
PAIP2B	0.112629347	8624	NA		
PAK1	0.346324413	1689	NA		
PAK1IP1	0.123044464	7293	NA		
PAK2	0.2744453	2307	NA		
PAK4	0.300477322	2024	NA		
PAK6	0.218943619	3167	NA		
PAK7	0.233101018	2889	NA		
PALB2	0.279317696	2252	NA		
PALLD	0.111816223	8823	NA		
PALM	0.107842103	9687	NA		
PALM2	0.129024773	6770.5	NA		
PALMD	0.110196976	9166	NA		
PAM	0.270521638	2349	NA		
PAN2	0.107871105	9676	NA		
PAN3	0.110456056	9120	NA		
PANK1	0.118569874	7761	NA		
PANK2	0.192303827	3787	recessive		
PANK3	0.095154193	11880	NA		
PANK4	0.121809371	7428	NA		
PANX1	0.110905448	9026	NA		
PANX2	0.112971269	8499	NA		
PANX3	0.109453816	9334	NA		
PAOX	0.18516487	3985	NA		
PAPD5	0.104847184	10306	NA		
PAPLN	0.110574367	9090	NA		
PAPOLA	0.107025297	9871	NA		
PAPOLG	0.105152005	10240	NA		
PAPPA	0.232520367	2903	NA		
PAPPA2	0.116928613	7986	NA		
PAPSS1	0.167566798	4565	NA		
PAPSS2	0.168107057	4552	recessive		
PAQR3	0.104716375	10338	NA		
PAQR5	0.14477425	5658	NA		
PAQR6	0.073124904	13691	NA		
PAQR7	0.110075732	9205	NA		
PAQR8	0.141005054	5886	NA		
PAQR9	0.108942435	9448	NA		
PARD3	0.298037367	2043	NA		
PARD3B	0.095090065	11889.5	NA		
PARD6A	0.259055468	2502	NA		
PARD6B	0.087733107	12750	NA		
PARD6G	0.111212726	8952	NA		
PARG	0.13522733	6274	NA		
PARK2	0.478400116	999	recessive		
PARK7	0.540659136	791	recessive		
PARL	0.117029821	7978	NA		
PARN	0.10321534	10620	NA		
PARP1	0.664989928	473	NA		
PARP10	0.1029631	10667	NA		
PARP11	0.108845996	9463.5	NA		
PARP12	0.104010306	10472	NA		
PARP14	0.085126909	12993	NA		
PARP15	0.079117439	13428	NA		
PARP16	0.106647337	9948	NA		
PARP2	0.120320896	7586	NA		
PARP3	0.085330379	12980	NA		
PARP6	0.078323283	13466	NA		
PARP9	0.081524799	13292	NA		
PARS2	0.148562782	5431	NA		
PARVA	0.170613893	4437	NA		
PARVB	0.2056228	3433	NA		
PARVG	0.145568428	5609	NA		
PASD1	0.065351715	13920	NA		
PASK	0.103429789	10583	NA		
PATE1	0.04784869	14075	NA		
PATL1	0.097228702	11580	NA		
PATZ1	0.120457989	7572	NA		
PAWR	0.290559077	2108	NA		
PAX1	0.302487338	2008	NA		
PAX2	0.552788518	755	NA		
PAX3	0.679827995	443	NA		
PAX4	0.214907399	3248	NA		
PAX5	0.080860835	13344	NA		
PAX6	0.828965912	210	NA		
PAX7	0.349746557	1666	recessive		
PAX8	0.569945012	706	recessive		
PAX9	0.240499491	2755	NA		
PAXIP1	0.11903703	7710	NA		
PBK	0.333622295	1776	NA		
PBLD	0.111641399	8859	NA		
PBRM1	0.241225425	2745	NA		
PBX1	0.095704037	11794	NA		
PBX2	0.126149432	6996	NA		
PBX3	0.072644985	13712	NA		
PBXIP1	0.090559986	12462	NA		
PC	0.817849455	221	recessive		
PCBD1	0.230213311	2947	recessive		
PCBD2	0.098700179	11357	NA		
PCBP3	0.118095035	7840.5	NA		
PCBP4	0.101333425	10934	NA		
PCCA	0.42741207	1191	recessive		
PCCB	0.542126646	787	recessive		
PCDH1	0.142543206	5766	NA		
PCDH10	0.105041529	10264	NA		
PCDH11X	0.08512291	12994	NA		
PCDH11Y	0.083863486	13102	NA		
PCDH12	0.11198867	8797	NA		
PCDH15	0.178424912	4167	recessive		
PCDH17	0.116020985	8111	NA		
PCDH18	0.115001059	8230	NA		
PCDH19	0.110709653	9061	NA		
PCDH20	0.104518981	10379	NA		
PCDH21	0.143974406	5696	NA		
PCDH24	0.089857821	12539	NA		
PCDH7	0.114530239	8299	NA		
PCDH8	0.172560083	4382	NA		
PCDH9	0.114676445	8276	NA		
PCDHA10	0.108218524	9601.5	NA		
PCDHA13	0.108218524	9601.5	NA		
PCDHA2	0.094705263	11944	NA		
PCDHAC1	0.108218524	9601.5	NA		
PCDHAC2	0.108218524	9601.5	NA		
PCDHB10	0.107238965	9818.5	NA		
PCDHB13	0.090061226	12523.5	NA		
PCDHB3	0.103913907	10490	NA		
PCDHB9	0.107238965	9818.5	NA		
PCDHGA12	0.100879474	11007.5	NA		
PCDHGC3	0.100879474	11007.5	NA		
PCDHGC4	0.100879474	11007.5	NA		
PCDHGC5	0.100879474	11007.5	lof-tolerant		
PCF11	0.11422318	8337	NA		
PCGF1	0.106258649	10031	NA		
PCGF2	0.107812624	9698	NA		
PCGF3	0.112629347	8624	NA		
PCGF5	0.071638958	13748	NA		
PCGF6	0.106781516	9922	NA		
PCID2	0.105568445	10157	NA		
PCIF1	0.100076879	11133	NA		
PCK1	0.501544477	910	recessive		
PCK2	0.818319664	220	NA		
PCLO	0.085092843	13002	NA		
PCM1	0.135449579	6253	NA		
PCMT1	0.177057896	4226	NA		
PCMTD1	0.10723271	9821	NA		
PCNA	0.965973232	46.5	NA		
PCNP	0.106432823	10001	NA		
PCNT	0.213979257	3269	NA		
PCNX	0.104746651	10328.5	NA		
PCNXL3	0.107518836	9753	NA		
PCOLCE	0.148817716	5415	NA		
PCOLCE2	0.08463569	13039	NA		
PCP2	0.162052852	4776	NA		
PCSK1	0.339916968	1733	NA		
PCSK1N	0.111769563	8834	NA		
PCSK2	0.267733504	2389	NA		
PCSK4	0.129105875	6761	NA		
PCSK5	0.241781307	2736	NA		
PCSK6	0.241503926	2743	NA		
PCSK7	0.104638205	10357	NA		
PCSK9	0.19640136	3665	NA		
PCTK1	0.149604298	5345	NA		
PCTK2	0.142298242	5803	NA		
PCTK3	0.138328116	6060	NA		
PCTP	0.139134624	6010	NA		
PCYOX1	0.133127153	6436	NA		
PCYT1B	0.133533658	6407	NA		
PCYT2	0.112755619	8528	NA		
PDAP1	0.125147582	7078	NA		
PDC	0.478417012	998	NA		
PDCD1	0.278031254	2264	NA		
PDCD10	0.123900562	7167	NA		
PDCD11	0.105226285	10222	NA		
PDCD1LG2	0.162313373	4769	NA		
PDCD2	0.188958583	3878	NA		
PDCD2L	0.095537576	11820	NA		
PDCD4	0.146498158	5554	NA		
PDCD5	0.142298242	5803	NA		
PDCD6	0.16352439	4699.5	NA		
PDCD6IP	0.124957306	7091	NA		
PDCD7	0.106335079	10020	NA		
PDCL	0.123083844	7287	NA		
PDCL2	0.099205012	11290	NA		
PDCL3	0.092483252	12243	NA		
PDE10A	0.14947738	5350	NA		
PDE11A	0.140826827	5903	NA		
PDE12	0.108545839	9522	NA		
PDE1A	0.200598281	3573	NA		
PDE1B	0.157342453	4956	NA		
PDE1C	0.173717018	4339	NA		
PDE2A	0.183397384	4031	NA		
PDE3A	0.146693685	5535	NA		
PDE3B	0.398010434	1352	NA		
PDE4A	0.112396437	8739	NA		
PDE4B	0.407384538	1298	NA		
PDE4C	0.174130526	4323	NA		
PDE4D	0.345438456	1696	NA		
PDE5A	0.238020956	2803	NA		
PDE6A	0.202487808	3530	NA		
PDE6B	0.555978043	747	NA		
PDE6C	0.133069189	6437	NA		
PDE6D	0.191406014	3811	NA		
PDE6G	0.134493945	6327	NA		
PDE6H	0.129440772	6739	NA		
PDE7A	0.145969552	5590	NA		
PDE7B	0.136507639	6155	NA		
PDE8A	0.132237645	6505	NA		
PDE9A	0.125604369	7044	NA		
PDGFB	0.914431643	107	NA		
PDGFC	0.191844536	3801	NA		
PDGFD	0.172123044	4395	NA		
PDGFRA	0.116704082	8020	NA		
PDGFRB	0.814787175	224	NA		
PDGFRL	0.126246538	6992	NA		
PDHA1	0.559509184	730	recessive		
PDHA2	0.274985303	2304	NA		
PDHB	0.447298216	1118	NA		
PDHX	0.419334277	1235	recessive		
PDIA2	0.106781133	9923	NA		
PDIA3	0.443927985	1130	NA		
PDIA5	0.133903298	6375	NA		
PDIA6	0.097288049	11563	NA		
PDIK1L	0.125349741	7061	NA		
PDK1	0.082770266	13200	NA		
PDK2	0.171794499	4409	NA		
PDK3	0.124036458	7157	NA		
PDK4	0.354365331	1628	NA		
PDLIM1	0.17815351	4193	NA		
PDLIM2	0.180931332	4099	NA		
PDLIM3	0.110957814	9019	NA		
PDLIM4	0.312284552	1939	NA		
PDLIM5	0.851592202	175	NA		
PDLIM7	0.129723417	6667	NA		
PDPK1	0.256094364	2542	NA		
PDPN	0.186275273	3941	NA		
PDPR	0.118156342	7797	NA		
PDRG1	0.112629347	8624	NA		
PDS5A	0.101571385	10904	NA		
PDS5B	0.145006416	5640	NA		
PDSS1	0.289859562	2118	NA		
PDSS2	0.11464729	8281	NA		
PDX1	0.603280792	616	recessive		
PDXDC1	0.09959178	11228.5	NA		
PDXDC2	0.089624098	12575	NA		
PDXK	0.173232416	4354	NA		
PDYN	0.18651085	3933.5	NA		
PDZD11	0.108972242	9436	NA		
PDZD2	0.162061518	4775	NA		
PDZD3	0.12811515	6832	NA		
PDZD4	0.112578336	8714	NA		
PDZD7	0.110396336	9133	NA		
PDZD8	0.100085499	11130	NA		
PDZK1	0.205864335	3428	NA		
PDZK1IP1	0.254934873	2564	NA		
PDZK1P1	0.072780131	13706.5	NA		
PDZK1P2	0.072780131	13706.5	NA		
PDZRN3	0.133214942	6424	NA		
PDZRN4	0.121388249	7477	NA		
PEA15	0.249744491	2619.5	NA		
PEAR1	0.103284067	10605	NA		
PEBP1	0.283926419	2184	NA		
PECI	0.101645901	10890	NA		
PECR	0.059865813	13991	NA		
PEF1	0.131415389	6564	NA		
PEG10	0.109699072	9282	NA		
PEG3	0.203193291	3490.5	NA		
PELI1	0.128289914	6822	NA		
PELI2	0.112629347	8624	NA		
PELI3	0.109136652	9395	NA		
PELP1	0.086802179	12846	NA		
PEMT	0.21736129	3193	NA		
PENK	0.375186356	1484	NA		
PEO1	0.153697246	5163.5	NA		
PEPD	0.498450796	921	recessive		
PER1	0.229450228	2976	NA		
PER2	0.244382085	2704	NA		
PERLD1	0.131821132	6530	NA		
PERP	0.151261521	5285	NA		
PES1	0.877252187	140	NA		
PET112L	0.133355447	6415	NA		
PEX10	0.165290142	4642	recessive		
PEX11A	0.130302848	6642	NA		
PEX11B	0.191306757	3814	NA		
PEX11G	0.106510591	9977	NA		
PEX12	0.177329841	4216	NA		
PEX13	0.216139204	3212	recessive		
PEX14	0.216709228	3201	NA		
PEX16	0.194297193	3741	NA		
PEX19	0.255105387	2559	NA		
PEX3	0.249094272	2635	recessive		
PEX5	0.32146743	1853	recessive		
PEX5L	0.144853448	5653	NA		
PEX6	0.206066451	3425	recessive		
PEX7	0.199731471	3593	recessive		
PF4	0.312516265	1937	NA		
PF4V1	0.108108097	9633	NA		
PFDN1	0.116143672	8094	NA		
PFDN2	0.142298242	5803	NA		
PFDN4	0.220858067	3124	NA		
PFDN5	0.506226432	889	NA		
PFDN6	0.148962011	5392	NA		
PFKFB1	0.234530825	2865	NA		
PFKFB2	0.172595186	4381	NA		
PFKFB3	0.347935749	1675	NA		
PFKFB4	0.146273074	5570	NA		
PFKL	0.435221649	1162	NA		
PFKM	0.783778027	268	recessive		
PFKP	0.312994394	1934	NA		
PFN1	0.259915145	2485.5	NA		
PFN2	0.230213311	2947	NA		
PFN4	0.113885371	8376	NA		
PFTK1	0.110738931	9057	NA		
PFTK2	0.082869216	13190	NA		
PGA3	0.104312638	10419	NA		
PGA4	0.207076198	3394	NA		
PGA5	0.104693622	10343	NA		
PGAM1	0.303191437	2000	NA		
PGAM2	0.215294205	3236	recessive		
PGAM4	0.155726207	5071	NA		
PGAM5	0.111723654	8842	NA		
PGBD1	0.102317142	10780	NA		
PGD	0.838346038	195	NA		
PGF	0.084734839	13030	NA		
PGGT1B	0.155881126	5035.5	NA		
PGK1	0.97337426	39	recessive		
PGK2	0.50327577	902	NA		
PGLS	0.219552216	3158	NA		
PGLYRP1	0.067842243	13858	NA		
PGLYRP2	0.145823011	5599	NA		
PGLYRP3	0.105000598	10272	NA		
PGLYRP4	0.090920935	12417	NA		
PGM1	0.630617669	549	NA		
PGM2	0.404449827	1316	NA		
PGM2L1	0.203864773	3476	NA		
PGM3	0.670640504	462	NA		
PGM5	0.118284772	7790	NA		
PGP	0.18996994	3852	NA		
PGPEP1	0.218736589	3171	NA		
PGR	0.5301781	826	NA		
PGRMC1	0.228621852	2991	NA		
PGRMC2	0.159797411	4860	NA		
PGS1	0.129557651	6735	NA		
PHACTR1	0.111368127	8920	NA		
PHACTR2	0.091662357	12338	NA		
PHACTR3	0.101566695	10905	NA		
PHACTR4	0.066185062	13892	NA		
PHAX	0.121703911	7437	NA		
PHB	0.684564505	437	NA		
PHC1	0.146691841	5536	NA		
PHC1B	0.102489492	10754.5	NA		
PHC2	0.124630588	7117	NA		
PHC3	0.149811648	5332	NA		
PHEX	0.61623881	590	NA		
PHF1	0.145382085	5617	NA		
PHF10	0.107391735	9783	NA		
PHF11	0.126600678	6965	NA		
PHF12	0.194359846	3735	NA		
PHF13	0.120964326	7519	NA		
PHF14	0.106532887	9970	NA		
PHF15	0.109300417	9360	NA		
PHF16	0.10105293	10979	NA		
PHF17	0.127235555	6916	NA		
PHF19	0.12253067	7346	NA		
PHF2	0.111195826	8958	NA		
PHF20	0.131753767	6536	NA		
PHF20L1	0.102653733	10720	NA		
PHF21A	0.130810655	6604	NA		
PHF23	0.108427726	9555	NA		
PHF3	0.092146624	12278	NA		
PHF5A	0.148962011	5392	NA		
PHF6	0.163060049	4723	recessive		
PHF7	0.099872182	11171	NA		
PHF8	0.101148575	10965	NA		
PHGDH	0.561837258	724	recessive		
PHIP	0.105719944	10130	NA		
PHKA1	0.19048312	3839	recessive		
PHKA2	0.39190724	1374	recessive		
PHKB	0.215993149	3216	recessive		
PHKG1	0.187109477	3916	NA		
PHKG2	0.196146565	3673	NA		
PHLDA1	0.133809006	6386	NA		
PHLDA3	0.112559972	8716	NA		
PHLDB1	0.121560145	7452	NA		
PHLDB2	0.120357422	7580.5	NA		
PHLPP	0.141730748	5850	NA		
PHLPPL	0.112028541	8790	NA		
PHOSPHO1	0.115105602	8218	NA		
PHOX2A	0.15644132	4989	recessive		
PHOX2B	0.281046212	2220	NA		
PHRF1	0.11017801	9170	NA		
PHTF1	0.10954512	9316	NA		
PHTF2	0.099506336	11246	NA		
PHYH	0.229379209	2977	recessive		
PHYHD1	0.058487858	14006	NA		
PHYHIP	0.142298242	5803	NA		
PHYHIPL	0.115207889	8203	NA		
PI15	0.110095249	9199	NA		
PI16	0.097599846	11521	NA		
PI3	0.395849993	1361	NA		
PI4KA	0.181537211	4084	NA		
PI4KB	0.152737232	5207	NA		
PIAS1	0.314625907	1914.5	NA		
PIAS2	0.28737428	2147.5	NA		
PIAS3	0.224754215	3047	NA		
PIAS4	0.166968479	4584	NA		
PIBF1	0.085001726	13010	NA		
PICALM	0.130373735	6638	NA		
PICK1	0.27035074	2355	NA		
PID1	0.109015823	9428	NA		
PIF1	0.115328347	8193	NA		
PIGA	0.225797386	3035	NA		
PIGB	0.0984829	11386	NA		
PIGC	0.157267962	4962	NA		
PIGF	0.147638065	5479	NA		
PIGG	0.12223722	7385	NA		
PIGH	0.125289713	7066	NA		
PIGK	0.119804626	7643	NA		
PIGL	0.071859839	13738	NA		
PIGM	0.102443697	10763	NA		
PIGN	0.106421558	10004	NA		
PIGO	0.091458938	12358	NA		
PIGP	0.124109858	7153	NA		
PIGQ	0.146526848	5550	NA		
PIGR	0.196776909	3658	NA		
PIGS	0.122052992	7406	NA		
PIGT	0.114277367	8331	NA		
PIGU	0.111425109	8904.5	NA		
PIGW	0.081933689	13256	NA		
PIGX	0.076158037	13569	NA		
PIGZ	0.097318201	11558	NA		
PIH1D1	0.104400492	10406	NA		
PIK3AP1	0.106947998	9883	NA		
PIK3C2A	0.635521681	537	NA		
PIK3C2B	0.245389257	2689	NA		
PIK3C2G	0.198749718	3620	NA		
PIK3C3	0.486562744	965	NA		
PIK3CA	0.850561738	178.5	NA		
PIK3CB	0.362188931	1563	NA		
PIK3CD	0.313614234	1931	NA		
PIK3CG	0.760432054	307	NA		
PIK3IP1	0.101841529	10858	NA		
PIK3R1	0.867194981	150	NA		
PIK3R2	0.418338361	1244	NA		
PIK3R3	0.341712677	1724	NA		
PIK3R5	0.10099802	10985	NA		
PIK3R6	0.097048984	11598	NA		
PILRB	0.073248584	13688	NA		
PIM1	0.263581248	2443	NA		
PIM2	0.257937637	2516	NA		
PIM3	0.154172134	5140	NA		
PIN1	0.400442993	1334.5	NA		
PIN4	0.22076917	3137	NA		
PINK1	0.176293773	4252	recessive		
PIP4K2A	0.211778404	3305	NA		
PIP4K2B	0.12112389	7504	NA		
PIP5K1A	0.12792459	6847	NA		
PIP5K1B	0.093482388	12109	NA		
PIP5K1C	0.166922267	4586	NA		
PIP5K3	0.431763077	1175	NA		
PIPOX	0.152378548	5232	NA		
PIR	0.289175032	2121	NA		
PISD	0.195107119	3691	NA		
PITPNA	0.149093895	5371	NA		
PITPNB	0.13151575	6556	NA		
PITPNC1	0.095984424	11743	NA		
PITPNM1	0.150374882	5314	NA		
PITPNM2	0.120370491	7579	NA		
PITPNM3	0.110609801	9081	NA		
PITRM1	0.172702678	4377	NA		
PITX1	0.273223769	2320	NA		
PITX2	0.634607745	541	NA		
PITX3	0.192688192	3776	NA		
PIWIL1	0.099214079	11287	NA		
PIWIL2	0.086664573	12871	NA		
PIWIL3	0.085404176	12973	NA		
PIWIL4	0.092366462	12254	NA		
PJA1	0.131215273	6584	NA		
PJA2	0.09509766	11887	NA		
PKD1L2	0.077229964	13521	lof-tolerant		
PKD1L3	0.110587214	9086	lof-tolerant		
PKD2	0.313550748	1932	NA		
PKD2L1	0.120148102	7609	lof-tolerant		
PKD2L2	0.103519114	10564	NA		
PKDREJ	0.215277468	3239	NA		
PKHD1	0.255442894	2554	recessive		
PKHD1L1	0.105137671	10243	NA		
PKIA	0.155881126	5035.5	NA		
PKIB	0.067730337	13862	NA		
PKIG	0.111148142	8969	NA		
PKLR	0.756202047	313	NA		
PKM2	0.180700609	4107	NA		
PKMYT1	0.120422363	7575	NA		
PKN1	0.490017344	947	NA		
PKN2	0.186876396	3922	NA		
PKN3	0.301799053	2013	NA		
PKNOX1	0.140842839	5902	NA		
PKNOX2	0.122254092	7381	NA		
PKP1	0.165417132	4637	NA		
PKP2	0.123450103	7265	NA		
PKP3	0.113515695	8419	NA		
PKP4	0.126595584	6966	NA		
PLA1A	0.15694719	4974	NA		
PLA2G10	0.12253449	7344	NA		
PLA2G12A	0.112039736	8787	NA		
PLA2G12B	0.12842704	6812	NA		
PLA2G15	0.15898183	4896.5	NA		
PLA2G16	0.087313869	12792	NA		
PLA2G1B	0.631653804	548	NA		
PLA2G2A	0.195387933	3686	NA		
PLA2G2C	0.067762996	13861	NA		
PLA2G2D	0.083302123	13152	NA		
PLA2G2E	0.117600099	7919	NA		
PLA2G2F	0.106247039	10035	NA		
PLA2G3	0.098175944	11431	NA		
PLA2G4A	0.447942199	1115	NA		
PLA2G4B	0.102692502	10716.5	NA		
PLA2G4C	0.069016851	13826	NA		
PLA2G4D	0.098179798	11430	lof-tolerant		
PLA2G4F	0.098235232	11424	NA		
PLA2G6	0.176428492	4248	recessive		
PLA2G7	0.30401185	1991	NA		
PLA2R1	0.118150106	7798	NA		
PLAA	0.120679868	7553	NA		
PLAC1	0.123445347	7266	NA		
PLAC1L	0.091774978	12323	NA		
PLAC8	0.111207659	8955	NA		
PLAC9	0.101352922	10931	NA		
PLAG1	0.197619992	3644	NA		
PLAGL1	0.19461507	3702.5	NA		
PLAGL2	0.128465411	6809	NA		
PLAT	0.842320893	189	NA		
PLAU	0.902618346	120	NA		
PLAUR	0.558312707	740	NA		
PLB1	0.115098542	8219	NA		
PLCB1	0.190480177	3840	NA		
PLCB2	0.184786295	3995	NA		
PLCB3	0.173152816	4358	NA		
PLCB4	0.14602852	5589	NA		
PLCD1	0.150710755	5307	NA		
PLCD3	0.115706673	8149	NA		
PLCD4	0.116027724	8109	NA		
PLCE1	0.116033519	8107	recessive		
PLCG1	0.632895111	546	NA		
PLCG2	0.346389721	1688	NA		
PLCH1	0.097485698	11534	NA		
PLCH2	0.101131866	10970	NA		
PLCL1	0.115406133	8187	NA		
PLCL2	0.110258515	9154	NA		
PLCXD2	0.120357422	7580.5	NA		
PLCXD3	0.112629347	8624	NA		
PLCZ1	0.092559083	12236	NA		
PLD1	0.225861879	3034	NA		
PLD2	0.253032441	2580	NA		
PLD3	0.128543368	6805	NA		
PLD4	0.099971335	11156	NA		
PLD5	0.089832195	12542	NA		
PLD6	0.09965479	11219	NA		
PLDN	0.232277112	2908	NA		
PLEC1	0.299363013	2034	NA		
PLEK	0.351909107	1643	NA		
PLEK2	0.109030541	9420	NA		
PLEKHA1	0.165258793	4643	NA		
PLEKHA2	0.096184878	11722	NA		
PLEKHA3	0.126621936	6964	NA		
PLEKHA4	0.083496113	13130	NA		
PLEKHA5	0.096770384	11647	NA		
PLEKHA6	0.1175684	7921	NA		
PLEKHA7	0.106181062	10042	NA		
PLEKHB1	0.132025856	6519	NA		
PLEKHF1	0.134912712	6292	NA		
PLEKHF2	0.115658552	8157	NA		
PLEKHG2	0.097914089	11477	NA		
PLEKHG3	0.091343552	12374	NA		
PLEKHG4	0.165669809	4629	NA		
PLEKHG5	0.505686981	894	recessive		
PLEKHG6	0.085734697	12948	NA		
PLEKHH1	0.083806826	13109	NA		
PLEKHH2	0.091002987	12412	NA		
PLEKHH3	0.096820091	11635	NA		
PLEKHJ1	0.114803117	8256	NA		
PLEKHM1P	0.097941183	11474	NA		
PLEKHM2	0.10940726	9342	NA		
PLEKHN1	0.096205604	11718	NA		
PLEKHO1	0.08726711	12797	NA		
PLEKHO2	0.094140428	12033	NA		
PLG	0.773957585	286	NA		
PLIN	0.290483132	2109	NA		
PLK1	0.634751697	540	NA		
PLK2	0.110059238	9208	NA		
PLK3	0.184623869	4001.5	NA		
PLK4	0.245590045	2686	NA		
PLLP	0.124994569	7086	NA		
PLOD2	0.127780643	6863	recessive		
PLOD3	0.342420334	1716	NA		
PLP1	0.368442509	1529	recessive		
PLP2	0.131608358	6548	NA		
PLRG1	0.152895897	5193	NA		
PLS1	0.16320046	4705	NA		
PLS3	0.648882601	509	NA		
PLSCR1	0.135925639	6185	NA		
PLSCR2	0.096212188	11716	NA		
PLSCR3	0.108272099	9588	NA		
PLSCR4	0.097408579	11544	NA		
PLTP	0.215990071	3217	NA		
PLUNC	0.341034119	1727	NA		
PLVAP	0.130453976	6633	NA		
