pathway	source	ensembl_ids
Cellular Senescence	Reactome	ENSG00000134954,ENSG00000102054,ENSG00000185386,ENSG00000197061,ENSG00000166484,ENSG00000197914,ENSG00000269897,ENSG00000076984,ENSG00000074266,ENSG00000175063,ENSG00000124635,ENSG00000178691,ENSG00000203812,ENSG00000168283,ENSG00000078687,ENSG00000184348,ENSG00000089022,ENSG00000100030,ENSG00000183941,ENSG00000108984,ENSG00000126070,ENSG00000135679,ENSG00000196176,ENSG00000141582,ENSG00000158373,ENSG00000175305,ENSG00000182217,ENSG00000113522,ENSG00000198327,ENSG00000197697,ENSG00000107643,ENSG00000197409,ENSG00000135446,ENSG00000124529,ENSG00000183558,ENSG00000136810,ENSG00000196890,ENSG00000185130,ENSG00000172216,ENSG00000164032,ENSG00000187990,ENSG00000196866,ENSG00000141570,ENSG00000137259,ENSG00000100084,ENSG00000050748,ENSG00000112242,ENSG00000170315,ENSG00000170142,ENSG00000233822,ENSG00000188486,ENSG00000176386,ENSG00000198558,ENSG00000109339,ENSG00000004897,ENSG00000196966,ENSG00000102882,ENSG00000147883,ENSG00000169429,ENSG00000141503,ENSG00000147889,ENSG00000111276,ENSG00000188987,ENSG00000196374,ENSG00000221983,ENSG00000007968,ENSG00000203813,ENSG00000203811,ENSG00000111875,ENSG00000177606,ENSG00000090905,ENSG00000256018,ENSG00000010803,ENSG00000105722,ENSG00000125968,ENSG00000123374,ENSG00000143947,ENSG00000141510,ENSG00000065559,ENSG00000197459,ENSG00000132510,ENSG00000134698,ENSG00000124693,ENSG00000101412,ENSG00000157557,ENSG00000114738,ENSG00000123080,ENSG00000121481,ENSG00000196510,ENSG00000185591,ENSG00000158406,ENSG00000180596,ENSG00000163453,ENSG00000176248,ENSG00000182611,ENSG00000105325,ENSG00000183741,ENSG00000072401,ENSG00000099991,ENSG00000134686,ENSG00000071242,ENSG00000184260,ENSG00000155363,ENSG00000181090,ENSG00000168242,ENSG00000256316,ENSG00000149311,ENSG00000136244,ENSG00000198366,ENSG00000198518,ENSG00000133101,ENSG00000104320,ENSG00000204227,ENSG00000106462,ENSG00000130177,ENSG00000197903,ENSG00000198339,ENSG00000183598,ENSG00000173889,ENSG00000204371,ENSG00000184678,ENSG00000132475,ENSG00000053900,ENSG00000150991,ENSG00000197153,ENSG00000198176,ENSG00000118900,ENSG00000234289,ENSG00000020922,ENSG00000180573,ENSG00000182572,ENSG00000197846,ENSG00000100354,ENSG00000164162,ENSG00000173894,ENSG00000197837,ENSG00000153107,ENSG00000145386,ENSG00000124762,ENSG00000185978,ENSG00000162889,ENSG00000196331,ENSG00000197238,ENSG00000105173,ENSG00000170345,ENSG00000168274,ENSG00000112062,ENSG00000162521,ENSG00000203852,ENSG00000163041,ENSG00000177189,ENSG00000198307,ENSG00000198082,ENSG00000111752,ENSG00000034152,ENSG00000196226,ENSG00000094880,ENSG00000197442,ENSG00000092847,ENSG00000146047,ENSG00000105810,ENSG00000154310,ENSG00000129355,ENSG00000141552,ENSG00000117676,ENSG00000196532,ENSG00000071054
Cellular responses to stress	Reactome	ENSG00000134954,ENSG00000102054,ENSG00000185386,ENSG00000131508,ENSG00000197061,ENSG00000166484,ENSG00000197914,ENSG00000269897,ENSG00000076984,ENSG00000074266,ENSG00000175063,ENSG00000134086,ENSG00000124635,ENSG00000178691,ENSG00000007968,ENSG00000168283,ENSG00000078687,ENSG00000184348,ENSG00000089022,ENSG00000100030,ENSG00000183941,ENSG00000108984,ENSG00000126070,ENSG00000100644,ENSG00000135679,ENSG00000196176,ENSG00000141582,ENSG00000158373,ENSG00000175305,ENSG00000182217,ENSG00000113522,ENSG00000198327,ENSG00000197697,ENSG00000107643,ENSG00000197409,ENSG00000135446,ENSG00000124529,ENSG00000183558,ENSG00000136810,ENSG00000196890,ENSG00000185130,ENSG00000172216,ENSG00000164032,ENSG00000187990,ENSG00000196866,ENSG00000129521,ENSG00000137259,ENSG00000100084,ENSG00000135766,ENSG00000154582,ENSG00000050748,ENSG00000100387,ENSG00000103363,ENSG00000170315,ENSG00000170142,ENSG00000166135,ENSG00000233822,ENSG00000188486,ENSG00000176386,ENSG00000198558,ENSG00000109339,ENSG00000004897,ENSG00000196966,ENSG00000102882,ENSG00000109332,ENSG00000147883,ENSG00000169429,ENSG00000141503,ENSG00000147889,ENSG00000111276,ENSG00000188987,ENSG00000196374,ENSG00000221983,ENSG00000203812,ENSG00000203813,ENSG00000203811,ENSG00000111875,ENSG00000177606,ENSG00000090905,ENSG00000256018,ENSG00000010803,ENSG00000105722,ENSG00000125968,ENSG00000123374,ENSG00000269858,ENSG00000143947,ENSG00000141510,ENSG00000065559,ENSG00000197459,ENSG00000132510,ENSG00000134698,ENSG00000124693,ENSG00000101412,ENSG00000157557,ENSG00000114738,ENSG00000123080,ENSG00000121481,ENSG00000196510,ENSG00000108094,ENSG00000185591,ENSG00000158406,ENSG00000112242,ENSG00000163453,ENSG00000176248,ENSG00000182611,ENSG00000105325,ENSG00000183741,ENSG00000072401,ENSG00000099991,ENSG00000134686,ENSG00000071242,ENSG00000184260,ENSG00000155363,ENSG00000181090,ENSG00000168242,ENSG00000256316,ENSG00000149311,ENSG00000136244,ENSG00000198366,ENSG00000198518,ENSG00000133101,ENSG00000104320,ENSG00000204227,ENSG00000106462,ENSG00000118900,ENSG00000143437,ENSG00000197903,ENSG00000198339,ENSG00000183598,ENSG00000173889,ENSG00000204371,ENSG00000184678,ENSG00000132475,ENSG00000053900,ENSG00000150991,ENSG00000197153,ENSG00000198176,ENSG00000130177,ENSG00000234289,ENSG00000020922,ENSG00000180573,ENSG00000182572,ENSG00000197846,ENSG00000100354,ENSG00000164162,ENSG00000173894,ENSG00000197837,ENSG00000153107,ENSG00000145386,ENSG00000124762,ENSG00000185978,ENSG00000116016,ENSG00000162889,ENSG00000196331,ENSG00000197238,ENSG00000105173,ENSG00000170345,ENSG00000168274,ENSG00000112062,ENSG00000162521,ENSG00000203852,ENSG00000163041,ENSG00000177189,ENSG00000198307,ENSG00000141570,ENSG00000198082,ENSG00000111752,ENSG00000034152,ENSG00000180596,ENSG00000196226,ENSG00000094880,ENSG00000197442,ENSG00000092847,ENSG00000146047,ENSG00000105810,ENSG00000124440,ENSG00000154310,ENSG00000129355,ENSG00000141552,ENSG00000117676,ENSG00000196532,ENSG00000071054
segmentation clock	BioCarta	ENSG00000080815,ENSG00000107984,ENSG00000106003,ENSG00000198719,ENSG00000179111,ENSG00000114315,ENSG00000168036,ENSG00000115718,ENSG00000125084,ENSG00000155011,ENSG00000157240,ENSG00000156076,ENSG00000254598,ENSG00000103126,ENSG00000140807,ENSG00000101266,ENSG00000145506,ENSG00000135547,ENSG00000151694,ENSG00000070018,ENSG00000107404,ENSG00000082701,ENSG00000168214,ENSG00000131650
Toll Like Receptor 9 (TLR9) Cascade	Reactome	ENSG00000113575,ENSG00000124208,ENSG00000139946,ENSG00000170312,ENSG00000126934,ENSG00000108861,ENSG00000166484,ENSG00000073009,ENSG00000078142,ENSG00000142192,ENSG00000197329,ENSG00000164086,ENSG00000175104,ENSG00000109339,ENSG00000100784,ENSG00000102882,ENSG00000130159,ENSG00000172936,ENSG00000239732,ENSG00000135829,ENSG00000120875,ENSG00000196455,ENSG00000135341,ENSG00000177889,ENSG00000071242,ENSG00000089280,ENSG00000100030,ENSG00000185386,ENSG00000095015,ENSG00000068305,ENSG00000169032,ENSG00000204305,ENSG00000173039,ENSG00000162889,ENSG00000198001,ENSG00000244687,ENSG00000170345,ENSG00000112640,ENSG00000055208,ENSG00000126767,ENSG00000173432,ENSG00000076984,ENSG00000101916,ENSG00000077150,ENSG00000177606,ENSG00000100906,ENSG00000102189,ENSG00000137713,ENSG00000174516,ENSG00000177189,ENSG00000104365,ENSG00000167207,ENSG00000112062,ENSG00000105568,ENSG00000240849,ENSG00000115966,ENSG00000174953,ENSG00000104695,ENSG00000104825,ENSG00000139318,ENSG00000109320,ENSG00000034152,ENSG00000131381,ENSG00000185507,ENSG00000107643,ENSG00000050748,ENSG00000134070,ENSG00000134339,ENSG00000184216,ENSG00000160307,ENSG00000100324,ENSG00000118260,ENSG00000213341,ENSG00000081189,ENSG00000157625,ENSG00000106100,ENSG00000114738,ENSG00000108984,ENSG00000117676,ENSG00000123268,ENSG00000163221,ENSG00000065559,ENSG00000189403,ENSG00000196664,ENSG00000104312
phospholipase c delta in phospholipid associated cell signaling	BioCarta	ENSG00000170214,ENSG00000164741,ENSG00000187091,ENSG00000198959
cystic fibrosis transmembrane conductance regulator (cftr) and beta 2 adrenergic receptor (b2ar) pathway	BioCarta	ENSG00000114302,ENSG00000165059,ENSG00000109062,ENSG00000087460,ENSG00000005249,ENSG00000172156,ENSG00000078369,ENSG00000169252,ENSG00000188191,ENSG00000108946,ENSG00000142875,ENSG00000078401,ENSG00000164742,ENSG00000092820,ENSG00000107562,ENSG00000135744,ENSG00000001626,ENSG00000129277,ENSG00000197262,ENSG00000205020,ENSG00000180210,ENSG00000127928
extrinsic prothrombin activation pathway	BioCarta	ENSG00000171564,ENSG00000198734,ENSG00000171560,ENSG00000115718,ENSG00000171557,ENSG00000126218,ENSG00000140836,ENSG00000057593,ENSG00000184500,ENSG00000003436,ENSG00000117525,ENSG00000180210,ENSG00000181104
ion channels and their functional role in vascular endothelium	BioCarta	ENSG00000136160,ENSG00000123201,ENSG00000072315,ENSG00000170214,ENSG00000117013,ENSG00000111199,ENSG00000171051,ENSG00000185532,ENSG00000087460,ENSG00000164116,ENSG00000152402,ENSG00000058404,ENSG00000183625,ENSG00000172156,ENSG00000147246,ENSG00000078369,ENSG00000142208,ENSG00000175591,ENSG00000121966,ENSG00000164867,ENSG00000138741,ENSG00000137672,ENSG00000160791,ENSG00000138669,ENSG00000133107,ENSG00000113889,ENSG00000061918,ENSG00000168539,ENSG00000075043,ENSG00000185760,ENSG00000080824,ENSG00000160951,ENSG00000168398,ENSG00000184156,ENSG00000078401,ENSG00000164742,ENSG00000180772,ENSG00000105974,ENSG00000107562,ENSG00000127928,ENSG00000135744,ENSG00000169252,ENSG00000129277,ENSG00000197262,ENSG00000205020,ENSG00000180210,ENSG00000151617
il-10 anti-inflammatory signaling pathway	BioCarta	ENSG00000136244,ENSG00000090013,ENSG00000197442,ENSG00000162434,ENSG00000115008,ENSG00000243646,ENSG00000100292,ENSG00000110324,ENSG00000108984,ENSG00000106605,ENSG00000232810,ENSG00000136634,ENSG00000112062
acetylation and deacetylation of rela in nucleus	BioCarta	ENSG00000171720,ENSG00000005339,ENSG00000173039,ENSG00000100393,ENSG00000100906
signal dependent regulation of myogenesis by corepressor mitr	BioCarta	ENSG00000116604,ENSG00000048052,ENSG00000064489,ENSG00000068305,ENSG00000213999,ENSG00000129152,ENSG00000128245,ENSG00000081189,ENSG00000058404
il 4 signaling pathway	BioCarta	ENSG00000211891,ENSG00000166888,ENSG00000104921,ENSG00000162434,ENSG00000137309,ENSG00000160691,ENSG00000142208,ENSG00000113520,ENSG00000077238,ENSG00000105639,ENSG00000108443,ENSG00000204287,ENSG00000177885,ENSG00000196126,ENSG00000147168
induction of apoptosis through dr3 and dr4/5 death receptors	BioCarta	ENSG00000137275,ENSG00000160049,ENSG00000164305,ENSG00000138794,ENSG00000104689,ENSG00000127191,ENSG00000015475,ENSG00000148935,ENSG00000239697,ENSG00000006062,ENSG00000121858,ENSG00000003400,ENSG00000165806,ENSG00000102871,ENSG00000215788,ENSG00000143799,ENSG00000120889,ENSG00000064012,ENSG00000169598,ENSG00000197694,ENSG00000143632,ENSG00000168040,ENSG00000160789
cadmium induces dna synthesis and proliferation in macrophages	BioCarta	ENSG00000154229,ENSG00000100906,ENSG00000138161,ENSG00000126934,ENSG00000100030,ENSG00000174775,ENSG00000169032,ENSG00000136997,ENSG00000173039,ENSG00000166501,ENSG00000170345,ENSG00000102882,ENSG00000232810,ENSG00000132155,ENSG00000182621,ENSG00000177606
regulation of bad phosphorylation	BioCarta	ENSG00000114302,ENSG00000165059,ENSG00000017427,ENSG00000171791,ENSG00000185291,ENSG00000005249,ENSG00000142208,ENSG00000140443,ENSG00000188191,ENSG00000108946,ENSG00000121879,ENSG00000171552,ENSG00000142875,ENSG00000145675,ENSG00000049130,ENSG00000164742,ENSG00000100368,ENSG00000157404,ENSG00000164399,ENSG00000087088,ENSG00000140992,ENSG00000002330,ENSG00000128245
multiple antiapoptotic pathways from igf-1r signaling lead to bad phosphorylation	BioCarta	ENSG00000169047,ENSG00000115904,ENSG00000017427,ENSG00000160691,ENSG00000121879,ENSG00000174775,ENSG00000140443,ENSG00000145675,ENSG00000102882,ENSG00000177885,ENSG00000132155,ENSG00000128245,ENSG00000002330
corticosteroids and cardioprotection	PID	ENSG00000145244,ENSG00000078401,ENSG00000087460,ENSG00000058404,ENSG00000172156,ENSG00000078369,ENSG00000142208,ENSG00000164867,ENSG00000173039,ENSG00000135046,ENSG00000113889,ENSG00000121879,ENSG00000197262,ENSG00000080824,ENSG00000175206,ENSG00000168398,ENSG00000145675,ENSG00000105974,ENSG00000107562,ENSG00000113580,ENSG00000135744,ENSG00000169252,ENSG00000129277,ENSG00000140992,ENSG00000205020,ENSG00000180210,ENSG00000127928
how does salmonella hijack a cell	BioCarta	ENSG00000106299,ENSG00000070831,ENSG00000138071,ENSG00000115091,ENSG00000111229,ENSG00000130429,ENSG00000136238,ENSG00000163466,ENSG00000112290,ENSG00000146809,ENSG00000241553,ENSG00000241685,ENSG00000250151
pten dependent cell cycle arrest and apoptosis	BioCarta	ENSG00000005882,ENSG00000115904,ENSG00000117560,ENSG00000169398,ENSG00000050820,ENSG00000111276,ENSG00000160691,ENSG00000121879,ENSG00000142208,ENSG00000166333,ENSG00000171862,ENSG00000150093,ENSG00000177885,ENSG00000118689,ENSG00000145675
the information processing pathway at the ifn beta enhancer	BioCarta	ENSG00000125347,ENSG00000171855,ENSG00000181222,ENSG00000177606,ENSG00000173473,ENSG00000153767,ENSG00000099956,ENSG00000128604,ENSG00000117595,ENSG00000073584,ENSG00000168310,ENSG00000127616,ENSG00000005339,ENSG00000137265,ENSG00000125651,ENSG00000115966,ENSG00000165417,ENSG00000185507,ENSG00000113580,ENSG00000114166,ENSG00000122034,ENSG00000137947,ENSG00000173039,ENSG00000117713,ENSG00000126456,ENSG00000066117,ENSG00000189403,ENSG00000075624,ENSG00000139613
transcription regulation by methyltransferase of carm1	BioCarta	ENSG00000124151,ENSG00000114302,ENSG00000165059,ENSG00000108946,ENSG00000118260,ENSG00000100393,ENSG00000186350,ENSG00000171791,ENSG00000005339,ENSG00000142875,ENSG00000188191,ENSG00000131759,ENSG00000005249,ENSG00000142453
vegf hypoxia and angiogenesis	BioCarta	ENSG00000169398,ENSG00000160691,ENSG00000174775,ENSG00000134086,ENSG00000166501,ENSG00000177885,ENSG00000058404,ENSG00000050820,ENSG00000112715,ENSG00000142208,ENSG00000128052,ENSG00000100644,ENSG00000154229,ENSG00000113889,ENSG00000197122,ENSG00000115904,ENSG00000121879,ENSG00000124181,ENSG00000080824,ENSG00000103653,ENSG00000143437,ENSG00000168398,ENSG00000145675,ENSG00000164867,ENSG00000105974,ENSG00000140992,ENSG00000089159,ENSG00000143632,ENSG00000037280,ENSG00000102755
Diabetes pathways	PID	ENSG00000254647,ENSG00000220205
hiv-1 nef: negative effector of fas and tnf	BioCarta	ENSG00000080815,ENSG00000111348,ENSG00000137275,ENSG00000160049,ENSG00000169398,ENSG00000169372,ENSG00000076984,ENSG00000171791,ENSG00000164305,ENSG00000138794,ENSG00000145715,ENSG00000127191,ENSG00000232810,ENSG00000015475,ENSG00000067182,ENSG00000143801,ENSG00000139687,ENSG00000117560,ENSG00000197442,ENSG00000172115,ENSG00000056558,ENSG00000180370,ENSG00000148180,ENSG00000135679,ENSG00000023445,ENSG00000100906,ENSG00000137497,ENSG00000248333,ENSG00000003402,ENSG00000176619,ENSG00000165806,ENSG00000102871,ENSG00000026103,ENSG00000107643,ENSG00000143799,ENSG00000120868,ENSG00000095015,ENSG00000132906,ENSG00000113368,ENSG00000110330,ENSG00000253729,ENSG00000064012,ENSG00000169598,ENSG00000197694,ENSG00000163932,ENSG00000213341,ENSG00000173039,ENSG00000106144,ENSG00000168040,ENSG00000156735,ENSG00000160789,ENSG00000006062
signal transduction through il1r	BioCarta	ENSG00000107643,ENSG00000073009,ENSG00000078902,ENSG00000175104,ENSG00000130159,ENSG00000172936,ENSG00000105329,ENSG00000197919,ENSG00000177606,ENSG00000135341,ENSG00000171855,ENSG00000108984,ENSG00000136689,ENSG00000170345,ENSG00000089220,ENSG00000055208,ENSG00000100906,ENSG00000233816,ENSG00000232810,ENSG00000196083,ENSG00000104365,ENSG00000092969,ENSG00000125538,ENSG00000095015,ENSG00000115594,ENSG00000090376,ENSG00000034152,ENSG00000115008,ENSG00000136244,ENSG00000184216,ENSG00000112062,ENSG00000100324,ENSG00000213341,ENSG00000173039,ENSG00000119699,ENSG00000071054,ENSG00000134070
pkc-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase	BioCarta	ENSG00000141837,ENSG00000050327,ENSG00000065534,ENSG00000076928,ENSG00000167641,ENSG00000078369,ENSG00000146535,ENSG00000127928,ENSG00000111245,ENSG00000141968,ENSG00000123143,ENSG00000100852,ENSG00000166501,ENSG00000120063,ENSG00000038382,ENSG00000077157,ENSG00000182621,ENSG00000156052,ENSG00000067900,ENSG00000154229,ENSG00000058404
alk in cardiac myocytes	BioCarta	ENSG00000106799,ENSG00000183072,ENSG00000136574,ENSG00000105329,ENSG00000163513,ENSG00000135341,ENSG00000090539,ENSG00000120937,ENSG00000137834,ENSG00000125378,ENSG00000163217,ENSG00000170365,ENSG00000092969,ENSG00000175206,ENSG00000107779,ENSG00000115966,ENSG00000125845,ENSG00000111245,ENSG00000035928,ENSG00000113658,ENSG00000112175,ENSG00000183691,ENSG00000141646,ENSG00000101144,ENSG00000081189,ENSG00000204217,ENSG00000119699
tnf/stress related signaling	BioCarta	ENSG00000137275,ENSG00000073009,ENSG00000076984,ENSG00000127191,ENSG00000232810,ENSG00000067182,ENSG00000107643,ENSG00000108984,ENSG00000112062,ENSG00000177606,ENSG00000168067,ENSG00000104365,ENSG00000095015,ENSG00000136560,ENSG00000034152,ENSG00000169372,ENSG00000213341,ENSG00000106144,ENSG00000102871,ENSG00000156735,ENSG00000123268,ENSG00000065559,ENSG00000071054
b cell survival pathway	BioCarta	ENSG00000198793,ENSG00000164305,ENSG00000145675,ENSG00000140992,ENSG00000165806,ENSG00000121879,ENSG00000142208,ENSG00000213949,ENSG00000133884,ENSG00000178951,ENSG00000089685,ENSG00000150093,ENSG00000115484
the 41bb-dependent immune response	BioCarta	ENSG00000034152,ENSG00000109471,ENSG00000197442,ENSG00000125657,ENSG00000111537,ENSG00000113520,ENSG00000108984,ENSG00000115966,ENSG00000173039,ENSG00000049249,ENSG00000127191,ENSG00000112062,ENSG00000177606
c-src mediated regulation of Cx43 function and closure of gap junctions	Reactome	ENSG00000104067,ENSG00000152661,ENSG00000197122
Regulation of gap junction activity	Reactome	ENSG00000104067,ENSG00000152661,ENSG00000197122
Gap junction trafficking and regulation	Reactome	ENSG00000106976,ENSG00000152661,ENSG00000197122,ENSG00000153071,ENSG00000141367,ENSG00000070371,ENSG00000104067,ENSG00000169562,ENSG00000196586,ENSG00000161203,ENSG00000122705,ENSG00000175416,ENSG00000165474,ENSG00000079805
Autodegradation of the E3 ubiquitin ligase COP1	Reactome	ENSG00000170315,ENSG00000150991,ENSG00000141510,ENSG00000143207,ENSG00000221983,ENSG00000149311,ENSG00000143947
Stabilization of p53	Reactome	ENSG00000170315,ENSG00000150991,ENSG00000141510,ENSG00000143207,ENSG00000221983,ENSG00000149311,ENSG00000143947,ENSG00000135679
Transcriptional  activation of  cell cycle inhibitor p21 	Reactome	ENSG00000141510,ENSG00000124762
Transcriptional activation of p53 responsive genes  	Reactome	ENSG00000141510,ENSG00000124762
p53-Dependent G1 DNA Damage Response	Reactome	ENSG00000170315,ENSG00000175305,ENSG00000141510,ENSG00000143207,ENSG00000111276,ENSG00000150991,ENSG00000221983,ENSG00000124762,ENSG00000149311,ENSG00000105173,ENSG00000123374,ENSG00000143947,ENSG00000135679
p53-Dependent G1/S DNA damage checkpoint	Reactome	ENSG00000170315,ENSG00000175305,ENSG00000141510,ENSG00000143207,ENSG00000111276,ENSG00000150991,ENSG00000221983,ENSG00000124762,ENSG00000149311,ENSG00000105173,ENSG00000123374,ENSG00000143947,ENSG00000135679
nfkb activation by nontypeable hemophilus influenzae	BioCarta	ENSG00000073009,ENSG00000106799,ENSG00000100906,ENSG00000137462,ENSG00000105329,ENSG00000172936,ENSG00000163513,ENSG00000135341,ENSG00000169429,ENSG00000185386,ENSG00000108984,ENSG00000112062,ENSG00000005339,ENSG00000198788,ENSG00000232810,ENSG00000215182,ENSG00000104365,ENSG00000100393,ENSG00000092969,ENSG00000120129,ENSG00000125538,ENSG00000034152,ENSG00000113580,ENSG00000071054,ENSG00000213341,ENSG00000173039,ENSG00000141646,ENSG00000166949,ENSG00000119699
Hormone ligand-binding receptors	PID	ENSG00000213030,ENSG00000135346,ENSG00000189052,ENSG00000170820,ENSG00000131808,ENSG00000196337,ENSG00000138039,ENSG00000104826,ENSG00000134200,ENSG00000165409,ENSG00000104827
nfat and hypertrophy of the heart 	BioCarta	ENSG00000108840,ENSG00000128245,ENSG00000169393,ENSG00000107643,ENSG00000048052,ENSG00000160691,ENSG00000108443,ENSG00000142208,ENSG00000145675,ENSG00000183072,ENSG00000136574,ENSG00000174437,ENSG00000177885,ENSG00000232810,ENSG00000131196,ENSG00000164107,ENSG00000120910,ENSG00000017427,ENSG00000179218,ENSG00000174775,ENSG00000004660,ENSG00000058404,ENSG00000138814,ENSG00000005339,ENSG00000107758,ENSG00000196296,ENSG00000115904,ENSG00000121879,ENSG00000175206,ENSG00000074370,ENSG00000113070,ENSG00000035687,ENSG00000078401,ENSG00000128342,ENSG00000179593,ENSG00000140992,ENSG00000111245,ENSG00000082701,ENSG00000113196,ENSG00000143632,ENSG00000110931,ENSG00000150281,ENSG00000152495,ENSG00000081189
